INCIDENT_TYPE,Street,MONTH,YEAR,FILE_NUMBER,Latitude,Longitude
Shoplifting,10300 152ND ST,Jan,2019,19-2803,49.189479999999996,-122.799246
Shoplifting,14600 104TH AVE,Jan,2019,19-2900,49.19254,-122.81770900000001
Shoplifting,14600 104TH AVE,Jan,2019,19-3145,49.19254,-122.81770900000001
Shoplifting,10300 152ND ST,Jan,2019,19-3361,49.189479999999996,-122.799246
Shoplifting,14600 104TH AVE,Jan,2019,19-3391,49.19254,-122.81770900000001
Shoplifting,10300 152ND ST,Jan,2019,19-3398,49.189479999999996,-122.799246
Shoplifting,10300 152ND ST,Jan,2019,19-3421,49.189479999999996,-122.799246
Shoplifting,10300 152ND ST,Jan,2019,19-3809,49.189479999999996,-122.799246
Shoplifting,14600 104TH AVE,Jan,2019,19-4319,49.19254,-122.81770900000001
Shoplifting,10300 152ND ST,Jan,2019,19-4419,49.189479999999996,-122.799246
Shoplifting,10300 152ND ST,Jan,2019,19-4780,49.189479999999996,-122.799246
Shoplifting,10300 152ND ST,Jan,2019,19-4826,49.189479999999996,-122.799246
Shoplifting,14600 104TH AVE,Jan,2019,19-4887,49.19254,-122.81770900000001
Shoplifting,10300 152ND ST,Jan,2019,19-4964,49.189479999999996,-122.799246
Shoplifting,10300 152ND ST,Jan,2019,19-5267,49.189479999999996,-122.799246
Shoplifting,10300 152ND ST,Jan,2019,19-5311,49.189479999999996,-122.799246
Shoplifting,10400 152ND ST,Jan,2019,19-5358,49.191066,-122.800524
Shoplifting,10300 152ND ST,Jan,2019,19-5470,49.189479999999996,-122.799246
Shoplifting,14600 104TH AVE,Jan,2019,19-5477,49.19254,-122.81770900000001
Shoplifting,10300 152ND ST,Jan,2019,19-5874,49.189479999999996,-122.799246
Shoplifting,10300 152ND ST,Jan,2019,19-6114,49.189479999999996,-122.799246
Shoplifting,14600 104TH AVE,Jan,2019,19-6534,49.19254,-122.81770900000001
Shoplifting,16000 FRASER HWY,Jan,2019,19-6555,49.191303000000005,-122.849144
Shoplifting,10300 152ND ST,Jan,2019,19-6560,49.189479999999996,-122.799246
Shoplifting,14600 104TH AVE,Jan,2019,19-6587,49.19254,-122.81770900000001
Shoplifting,14600 104TH AVE,Jan,2019,19-6684,49.19254,-122.81770900000001
Shoplifting,10300 152ND ST,Jan,2019,19-7033,49.189479999999996,-122.799246
Shoplifting,10300 152ND ST,Jan,2019,19-7111,49.189479999999996,-122.799246
Shoplifting,8900 152ND ST,Jan,2019,19-7141,49.164645,-122.800602
Shoplifting,14600 104TH AVE,Jan,2019,19-7346,49.19254,-122.81770900000001
Shoplifting,10300 152ND ST,Jan,2019,19-7619,49.189479999999996,-122.799246
Shoplifting,14300 104TH AVE,Jan,2019,19-7674,49.191348,-122.826125
Shoplifting,8900 152ND ST,Jan,2019,19-7783,49.164645,-122.800602
Shoplifting,10300 152ND ST,Jan,2019,19-7902,49.189479999999996,-122.799246
Shoplifting,10300 152ND ST,Jan,2019,19-7995,49.189479999999996,-122.799246
Shoplifting,14600 104TH AVE,Jan,2019,19-8071,49.19254,-122.81770900000001
Shoplifting,14600 104TH AVE,Jan,2019,19-8198,49.19254,-122.81770900000001
Shoplifting,1000 GUILDFORD TOWN CNTR,Jan,2019,19-8486,49.191303000000005,-122.849144
Shoplifting,10300 152ND ST,Jan,2019,19-8606,49.189479999999996,-122.799246
Shoplifting,10300 152ND ST,Jan,2019,19-9098,49.189479999999996,-122.799246
Shoplifting,14600 104TH AVE,Jan,2019,19-9142,49.19254,-122.81770900000001
Shoplifting,10300 152ND ST,Jan,2019,19-9152,49.189479999999996,-122.799246
Shoplifting,10300 152ND ST,Jan,2019,19-9228,49.189479999999996,-122.799246
Shoplifting,10300 152ND ST,Jan,2019,19-9345,49.189479999999996,-122.799246
Shoplifting,15900 FRASER HWY,Jan,2019,19-9509,49.191303000000005,-122.849144
Shoplifting,15900 FRASER HWY,Jan,2019,19-9605,49.191303000000005,-122.849144
Shoplifting,10300 152ND ST,Jan,2019,19-9608,49.189479999999996,-122.799246
Shoplifting,14600 104TH AVE,Jan,2019,19-9940,49.19254,-122.81770900000001
Shoplifting,10400 152ND ST,Jan,2019,19-10052,49.191066,-122.800524
Shoplifting,14600 104TH AVE,Jan,2019,19-10056,49.19254,-122.81770900000001
Shoplifting,14600 104TH AVE,Jan,2019,19-10132,49.19254,-122.81770900000001
Shoplifting,14600 104TH AVE,Jan,2019,19-10210,49.19254,-122.81770900000001
Shoplifting,8900 152ND ST,Jan,2019,19-10307,49.164645,-122.800602
Shoplifting,10400 152ND ST,Jan,2019,19-10507,49.191066,-122.800524
Shoplifting,10300 152ND ST,Jan,2019,19-10598,49.189479999999996,-122.799246
Shoplifting,10300 152ND ST,Jan,2019,19-10636,49.189479999999996,-122.799246
Shoplifting,10300 152ND ST,Jan,2019,19-10682,49.189479999999996,-122.799246
Shoplifting,14600 104TH AVE,Jan,2019,19-10752,49.19254,-122.81770900000001
Shoplifting,10300 152ND ST,Jan,2019,19-11176,49.189479999999996,-122.799246
Shoplifting,10300 152ND ST,Jan,2019,19-11191,49.189479999999996,-122.799246
Shoplifting,8800 152ND ST,Jan,2019,19-11444,49.162315,-122.801207
Shoplifting,14600 104TH AVE,Jan,2019,19-11495,49.19254,-122.81770900000001
Shoplifting,10300 152ND ST,Jan,2019,19-12094,49.189479999999996,-122.799246
Shoplifting,14600 104TH AVE,Jan,2019,19-12228,49.19254,-122.81770900000001
Shoplifting,15300 FRASER HWY,Jan,2019,19-12648,49.191303000000005,-122.849144
Shoplifting,14600 104TH AVE,Jan,2019,19-13442,49.19254,-122.81770900000001
Shoplifting,10300 152ND ST,Jan,2019,19-13786,49.189479999999996,-122.799246
Shoplifting,10300 152ND ST,Jan,2019,19-13789,49.189479999999996,-122.799246
Shoplifting,14600 104TH AVE,Jan,2019,19-13916,49.19254,-122.81770900000001
Shoplifting,15300 FRASER HWY,Jan,2019,19-14281,49.191303000000005,-122.849144
Shoplifting,14600 104TH AVE,Jan,2019,19-14703,49.19254,-122.81770900000001
Shoplifting,10300 152ND ST,Jan,2019,19-14715,49.189479999999996,-122.799246
Shoplifting,10300 152ND ST,Jan,2019,19-14771,49.189479999999996,-122.799246
Shoplifting,14600 104TH AVE,Jan,2019,19-15071,49.19254,-122.81770900000001
Shoplifting,14600 104TH AVE,Jan,2019,19-15229,49.19254,-122.81770900000001
Shoplifting,14600 104TH AVE,Jan,2019,19-15405,49.19254,-122.81770900000001
Shoplifting,8800 152ND ST,Jan,2019,19-15745,49.162315,-122.801207
Shoplifting,8800 152ND ST,Jan,2019,19-15767,49.162315,-122.801207
Shoplifting,9000 152ND ST,Jan,2019,19-15802,49.166973999999996,-122.799241
Shoplifting,10300 152ND ST,Jan,2019,19-15884,49.189479999999996,-122.799246
Shoplifting,10300 152ND ST,Jan,2019,19-15892,49.189479999999996,-122.799246
Shoplifting,10300 152ND ST,Jan,2019,19-15933,49.189479999999996,-122.799246
Shoplifting,10400 152ND ST,Jan,2019,19-2815,49.191066,-122.800524
Shoplifting,8900 152ND ST,Jan,2019,19-2964,49.164645,-122.800602
Shoplifting,14600 104TH AVE,Jan,2019,19-3368,49.19254,-122.81770900000001
Shoplifting,8900 152ND ST,Jan,2019,19-11787,49.164645,-122.800602
Shoplifting,10300 152ND ST,Jan,2019,19-15755,49.189479999999996,-122.799246
Shoplifting,7500 KING GEORGE BLVD,Jan,2019,19-848,49.138537,-122.84525500000001
Shoplifting,7400 KING GEORGE BLVD,Jan,2019,19-1405,49.137628,-122.84526399999999
Shoplifting,7500 KING GEORGE BLVD,Jan,2019,19-1683,49.138537,-122.84525500000001
Shoplifting,7400 KING GEORGE BLVD,Jan,2019,19-1746,49.137628,-122.84526399999999
Shoplifting,12100 NORDEL WAY,Jan,2019,19-1812,49.161689,-122.886941
Shoplifting,7400 KING GEORGE BLVD,Jan,2019,19-1863,49.137628,-122.84526399999999
Shoplifting,7500 KING GEORGE BLVD,Jan,2019,19-2490,49.138537,-122.84525500000001
Shoplifting,12000 NORDEL WAY,Jan,2019,19-2529,49.161618,-122.889575
Shoplifting,7300 KING GEORGE BLVD,Jan,2019,19-3233,49.134924,-122.845142
Shoplifting,7700 KING GEORGE BLVD,Jan,2019,19-3493,49.141641,-122.84596100000002
Shoplifting,12800 80TH AVE,Jan,2019,19-3654,49.148011,-122.86876399999998
Shoplifting,8000 KING GEORGE BLVD,Jan,2019,19-3734,49.148527,-122.84530500000001
Shoplifting,7800 120TH ST,Jan,2019,19-3833,49.144714,-122.887294
Shoplifting,7500 KING GEORGE BLVD,Jan,2019,19-3928,49.138537,-122.84525500000001
Shoplifting,7500 KING GEORGE BLVD,Jan,2019,19-4208,49.138537,-122.84525500000001
Shoplifting,7500 KING GEORGE BLVD,Jan,2019,19-4660,49.138537,-122.84525500000001
Shoplifting,14300 78TH AVE,Jan,2019,19-4889,49.144047,-122.826525
Shoplifting,7500 KING GEORGE BLVD,Jan,2019,19-4987,49.138537,-122.84525500000001
Shoplifting,12100 72ND AVE,Jan,2019,19-5608,49.133257,-122.842801
Shoplifting,7300 KING GEORGE BLVD,Jan,2019,19-5937,49.134924,-122.845142
Shoplifting,7500 KING GEORGE BLVD,Jan,2019,19-6794,49.138537,-122.84525500000001
Shoplifting,12000 NORDEL WAY,Jan,2019,19-7193,49.161618,-122.889575
Shoplifting,12000 NORDEL WAY,Jan,2019,19-7458,49.161618,-122.889575
Shoplifting,7500 KING GEORGE BLVD,Jan,2019,19-7535,49.138537,-122.84525500000001
Shoplifting,8000 KING GEORGE BLVD,Jan,2019,19-7559,49.148527,-122.84530500000001
Shoplifting,7400 KING GEORGE BLVD,Jan,2019,19-7675,49.137628,-122.84526399999999
Shoplifting,7500 KING GEORGE BLVD,Jan,2019,19-7697,49.138537,-122.84525500000001
Shoplifting,7500 KING GEORGE BLVD,Jan,2019,19-7999,49.138537,-122.84525500000001
Shoplifting,7300 KING GEORGE BLVD,Jan,2019,19-8085,49.134924,-122.845142
Shoplifting,7500 KING GEORGE BLVD,Jan,2019,19-8095,49.138537,-122.84525500000001
Shoplifting,14300 64TH AVE,Jan,2019,19-8121,49.12064,-122.826692
Shoplifting,7500 KING GEORGE BLVD,Jan,2019,19-8193,49.138537,-122.84525500000001
Shoplifting,6800 128TH ST,Jan,2019,19-8697,49.126135999999995,-122.865407
Shoplifting,7400 KING GEORGE BLVD,Jan,2019,19-9118,49.137628,-122.84526399999999
Shoplifting,7500 KING GEORGE BLVD,Jan,2019,19-9304,49.138537,-122.84525500000001
Shoplifting,7500 KING GEORGE BLVD,Jan,2019,19-9522,49.138537,-122.84525500000001
Shoplifting,8000 KING GEORGE BLVD,Jan,2019,19-9752,49.148527,-122.84530500000001
Shoplifting,13600 80TH AVE,Jan,2019,19-9768,49.14802,-122.845069
Shoplifting,7400 KING GEORGE BLVD,Jan,2019,19-9983,49.137628,-122.84526399999999
Shoplifting,7800 120TH ST,Jan,2019,19-10091,49.144714,-122.887294
Shoplifting,7500 KING GEORGE BLVD,Jan,2019,19-10155,49.138537,-122.84525500000001
Shoplifting,12100 NORDEL WAY,Jan,2019,19-10565,49.161689,-122.886941
Shoplifting,7500 KING GEORGE BLVD,Jan,2019,19-11074,49.138537,-122.84525500000001
Shoplifting,7500 KING GEORGE BLVD,Jan,2019,19-12723,49.138537,-122.84525500000001
Shoplifting,7500 KING GEORGE BLVD,Jan,2019,19-12752,49.138537,-122.84525500000001
Shoplifting,12100 NORDEL WAY,Jan,2019,19-12904,49.161689,-122.886941
Shoplifting,7400 KING GEORGE BLVD,Jan,2019,19-14318,49.137628,-122.84526399999999
Shoplifting,12800 58TH AVE,Jan,2019,19-14411,49.109319,-122.86824399999999
Shoplifting,7400 KING GEORGE BLVD,Jan,2019,19-15299,49.137628,-122.84526399999999
Shoplifting,17700 64TH AVE,Jan,2019,19-810,49.118521,-122.73306000000001
Shoplifting,18500 96TH AVE,Jan,2019,19-1688,49.176811,-122.710245
Shoplifting,17700 64TH AVE,Jan,2019,19-2384,49.118521,-122.73306000000001
Shoplifting,17700 56TH AVE,Jan,2019,19-3314,49.104801,-122.732133
Shoplifting,17600 64TH AVE,Jan,2019,19-3330,49.118573,-122.735578
Shoplifting,19100 72ND AVE,Jan,2019,19-3373,49.133257,-122.842801
Shoplifting,17700 56TH AVE,Jan,2019,19-4342,49.104801,-122.732133
Shoplifting,17700 56TH AVE,Jan,2019,19-5591,49.104801,-122.732133
Shoplifting,18300 FRASER HWY,Jan,2019,19-5954,49.191303000000005,-122.849144
Shoplifting,18300 FRASER HWY,Jan,2019,19-5974,49.191303000000005,-122.849144
Shoplifting,18800 72ND AVE,Jan,2019,19-6418,49.133257,-122.842801
Shoplifting,18300 FRASER HWY,Jan,2019,19-6444,49.191303000000005,-122.849144
Shoplifting,17700 56TH AVE,Jan,2019,19-7373,49.104801,-122.732133
Shoplifting,17700 56TH AVE,Jan,2019,19-7664,49.104801,-122.732133
Shoplifting,17700 56TH AVE,Jan,2019,19-8151,49.104801,-122.732133
Shoplifting,17400 56TH AVE,Jan,2019,19-8577,49.191303000000005,-122.849144
Shoplifting,17700 56TH AVE,Jan,2019,19-8722,49.104801,-122.732133
Shoplifting,17700 56TH AVE,Jan,2019,19-9801,49.104801,-122.732133
Shoplifting,18700 FRASER HWY,Jan,2019,19-11530,49.191303000000005,-122.849144
Shoplifting,17700 64TH AVE,Jan,2019,19-13162,49.118521,-122.73306000000001
Shoplifting,17700 56TH AVE,Jan,2019,19-13219,49.104801,-122.732133
Shoplifting,18600 FRASER HWY,Jan,2019,19-13416,49.191303000000005,-122.849144
Shoplifting,17700 56TH AVE,Jan,2019,19-13650,49.104801,-122.732133
Shoplifting,17700 56TH AVE,Jan,2019,19-14327,49.104801,-122.732133
Shoplifting,17700 56TH AVE,Jan,2019,19-14396,49.104801,-122.732133
Shoplifting,17700 56TH AVE,Jan,2019,19-15127,49.104801,-122.732133
Shoplifting,18600 FRASER HWY,Jan,2019,19-15187,49.191303000000005,-122.849144
Shoplifting,60TH AVE / 176A ST,Jan,2019,19-15895,49.111467,-122.73371399999999
Shoplifting,17700 56TH AVE,Jan,2019,19-15940,49.104801,-122.732133
Shoplifting,17700 64TH AVE,Jan,2019,19-3830,49.118521,-122.73306000000001
Shoplifting,17700 56TH AVE,Jan,2019,19-7497,49.104801,-122.732133
Shoplifting,18300 FRASER HWY,Jan,2019,19-6334,49.191303000000005,-122.849144
Shoplifting,1600 152ND ST,Jan,2019,19-786,49.031296000000005,-122.80090700000001
Shoplifting,2300 160TH ST,Jan,2019,19-1321,49.04383,-122.776403
Shoplifting,2300 160TH ST,Jan,2019,19-1893,49.04383,-122.776403
Shoplifting,1900 152ND ST,Jan,2019,19-2772,49.036175,-122.800947
Shoplifting,4300 KING GEORGE BLVD,Jan,2019,19-3744,49.080294,-122.821301
Shoplifting,1600 152ND ST,Jan,2019,19-3775,49.031296000000005,-122.80090700000001
Shoplifting,2300 160TH ST,Jan,2019,19-4027,49.04383,-122.776403
Shoplifting,15700 CROYDON DR,Jan,2019,19-4259,49.048227000000004,-122.787116
Shoplifting,15300 24TH AVE,Jan,2019,19-4691,49.045437,-122.79802600000001
Shoplifting,2300 160TH ST,Jan,2019,19-5597,49.04383,-122.776403
Shoplifting,2300 160TH ST,Jan,2019,19-6412,49.04383,-122.776403
Shoplifting,2300 160TH ST,Jan,2019,19-6464,49.04383,-122.776403
Shoplifting,2300 160TH ST,Jan,2019,19-6476,49.04383,-122.776403
Shoplifting,2300 160TH ST,Jan,2019,19-6656,49.04383,-122.776403
Shoplifting,15300 24TH AVE,Jan,2019,19-6872,49.045437,-122.79802600000001
Shoplifting,2400 160TH ST,Jan,2019,19-7442,49.046486,-122.778806
Shoplifting,15300 24TH AVE,Jan,2019,19-7485,49.045437,-122.79802600000001
Shoplifting,2300 160TH ST,Jan,2019,19-8670,49.04383,-122.776403
Shoplifting,15300 24TH AVE,Jan,2019,19-9197,49.045437,-122.79802600000001
Shoplifting,2300 160TH ST,Jan,2019,19-9485,49.04383,-122.776403
Shoplifting,2300 160TH ST,Jan,2019,19-10443,49.04383,-122.776403
Shoplifting,2500 160TH ST,Jan,2019,19-10549,49.047571000000005,-122.77952900000001
Shoplifting,2300 160TH ST,Jan,2019,19-10586,49.04383,-122.776403
Shoplifting,12800 16TH AVE,Jan,2019,19-10597,49.031168,-122.867204
Shoplifting,2400 160TH ST,Jan,2019,19-10702,49.046486,-122.778806
Shoplifting,2200 MADRONA PL,Jan,2019,19-13106,49.042034,-122.79165900000001
Shoplifting,2300 160TH ST,Jan,2019,19-13241,49.04383,-122.776403
Shoplifting,15300 24TH AVE,Jan,2019,19-14136,49.045437,-122.79802600000001
Shoplifting,1600 152ND ST,Jan,2019,19-15226,49.031296000000005,-122.80090700000001
Shoplifting,2300 160TH ST,Jan,2019,19-15955,49.04383,-122.776403
Fatal/Injury Collision,132ND ST / 88TH AVE,Jan,2019,19-2408,49.162634999999995,-122.856918
Fatal/Injury Collision,88TH AVE / KING GEORGE BLVD,Jan,2019,19-3502,49.162799,-122.845689
Fatal/Injury Collision,WHALLEY BLVD / 100TH AVE,Jan,2019,19-3656,49.184281,-122.843226
Fatal/Injury Collision,10700 CITY PKWY,Jan,2019,19-10064,49.197171999999995,-122.848575
Fatal/Injury Collision,OLD YALE RD / MALL ACCESS,Jan,2019,19-14968,49.199363,-122.867603
Fatal/Injury Collision,10600 BLOCK KING GEORGE BLVD,Jan,2019,19-2720,49.191303000000005,-122.849144
Fatal/Injury Collision,96TH AVE / KING GEORGE BLVD,Jan,2019,19-2840,49.17706,-122.84558999999999
Fatal/Injury Collision,148TH ST / 88TH AVE,Jan,2019,19-4819,49.16278,-122.81238799999998
Fatal/Injury Collision,BEN NEVIS CRES / SNOWDON PL,Jan,2019,19-6351,49.16773,-122.852622
Fatal/Injury Collision,12900 KING GEORGE BLVD,Jan,2019,19-11959,49.206089,-122.864948
Fatal/Injury Collision,14700 ASHFORD PL,Jan,2019,19-5495,49.163579999999996,-122.815122
Fatal/Injury Collision,88TH AVE / KING GEORGE BLVD,Jan,2019,19-12538,49.162799,-122.845689
Fatal/Injury Collision,88TH AVE / 144TH ST,Jan,2019,19-837,49.162913,-122.823426
Fatal/Injury Collision,96TH AVE / 132ND ST,Jan,2019,19-1163,49.177095,-122.856839
Fatal/Injury Collision,12700 DRUMMOND PL,Jan,2019,19-1789,49.165653999999996,-122.87096399999999
Fatal/Injury Collision,12300 96TH AVE,Jan,2019,19-2367,49.177003000000006,-122.88163600000001
Fatal/Injury Collision,104TH AVE / KING GEORGE BLVD,Jan,2019,19-2390,49.191554,-122.84526299999999
Fatal/Injury Collision,13200 100TH AVE,Jan,2019,19-2436,49.184290999999995,-122.856225
Fatal/Injury Collision,103A AVE / TANNERY RD OFRP,Jan,2019,19-2862,49.191303000000005,-122.849144
Fatal/Injury Collision,9700 120TH ST,Jan,2019,19-3935,49.179127,-122.88858
Fatal/Injury Collision,96TH AVE / KING GEORGE BLVD,Jan,2019,19-4480,49.17706,-122.84558999999999
Fatal/Injury Collision,148TH ST / 88TH AVE,Jan,2019,19-4627,49.16278,-122.81238799999998
Fatal/Injury Collision,KING GEORGE BLVD / 100TH AVE,Jan,2019,19-4917,49.184277,-122.845548
Fatal/Injury Collision,103A AVE / SCOTT RD,Jan,2019,19-5345,49.191303000000005,-122.849144
Fatal/Injury Collision,104TH AVE / 132ND ST,Jan,2019,19-6755,49.191695,-122.85647
Fatal/Injury Collision,KING GEORGE BLVD / 100TH AVE,Jan,2019,19-7174,49.184277,-122.845548
Fatal/Injury Collision,13200 105A AVE,Jan,2019,19-7651,49.191303000000005,-122.849144
Fatal/Injury Collision,9800 KING GEORGE BLVD,Jan,2019,19-8623,49.179932,-122.845184
Fatal/Injury Collision,110TH AVE / SCOTT RD,Jan,2019,19-9342,49.202843,-122.87821100000001
Fatal/Injury Collision,11500 RIVER RD,Jan,2019,19-10556,49.183332,-122.90408300000001
Fatal/Injury Collision,92ND AVE / KING GEORGE BLVD,Jan,2019,19-11381,49.170052,-122.84596100000002
Fatal/Injury Collision,10000 SEMIAHMOO RD,Jan,2019,19-13772,49.189336,-122.86157299999999
Fatal/Injury Collision,125TH ST / SCOTT ROAD STN,Jan,2019,19-14487,49.206491,-122.874447
Fatal/Injury Collision,KING GEORGE BLVD / BENTLEY RD,Jan,2019,19-15400,49.200235,-122.84718799999999
Fatal/Injury Collision,KING GEORGE BLVD / 104TH AVE,Jan,2019,19-15973,49.191554,-122.84526299999999
Fatal/Injury Collision,12700 DRUMMOND PL,Jan,2019,19-1069,49.165653999999996,-122.87096399999999
Fatal/Injury Collision,128TH ST / 104TH AVE,Jan,2019,19-2235,49.191303000000005,-122.849144
Fatal/Injury Collision,11800 100TH AVE,Jan,2019,19-5292,49.184329,-122.895747
Fatal/Injury Collision,10100 KING GEORGE BLVD,Jan,2019,19-5347,49.186183,-122.84510700000001
Fatal/Injury Collision,97A AVE / 120TH ST,Jan,2019,19-9969,49.191303000000005,-122.849144
Fatal/Injury Collision,BRIDGEVIEW DR / 130TH ST,Jan,2019,19-10429,49.213291999999996,-122.861919
Fatal/Injury Collision,104TH AVE / WHALLEY BLVD,Jan,2019,19-10462,49.191519,-122.84190500000001
Fatal/Injury Collision,KING GEORGE BLVD / 91ST AVE,Jan,2019,19-10609,49.168215000000004,-122.84593899999999
Fatal/Injury Collision,9700 131ST ST,Jan,2019,19-10846,49.179065,-122.859325
Fatal/Injury Collision,13700 96TH AVE,Jan,2019,19-15477,49.176868,-122.843849
Fatal/Injury Collision,140TH ST / 106TH AVE,Jan,2019,19-3873,49.19518,-122.83412299999999
Fatal/Injury Collision,89A AVE / 142A ST,Jan,2019,19-5915,49.191303000000005,-122.849144
Fatal/Injury Collision,92ND AVE / KING GEORGE BLVD,Jan,2019,19-14565,49.170052,-122.84596100000002
Fatal/Injury Collision,12500 110TH AVE,Jan,2019,19-5692,49.202321999999995,-122.875598
Fatal/Injury Collision,104TH AVE / KING GEORGE BLVD,Jan,2019,19-6338,49.191554,-122.84526299999999
Fatal/Injury Collision,12300 99TH AVE,Jan,2019,19-6885,49.183289,-122.881771
Fatal/Injury Collision,132ND ST / 100TH AVE,Jan,2019,19-7385,49.18526,-122.85525200000001
Fatal/Injury Collision,10300 SCOTT RD,Jan,2019,19-7644,49.192245,-122.889548
Fatal/Injury Collision,TANNERY RD OFRP / HWY 17,Jan,2019,19-8395,49.196208,-122.89314099999999
Fatal/Injury Collision,120TH ST / 100TH AVE,Jan,2019,19-10437,49.184382,-122.88877099999999
Fatal/Injury Collision,10100 139TH ST,Jan,2019,19-12195,49.186546,-122.836909
Fatal/Injury Collision,88TH AVE / KING GEORGE BLVD,Jan,2019,19-12538,49.162799,-122.845689
Fatal/Injury Collision,10300 KING GEORGE BLVD,Jan,2019,19-12699,49.189710999999996,-122.844875
Fatal/Injury Collision,9900 124A ST,Jan,2019,19-14036,49.191303000000005,-122.849144
Fatal/Injury Collision,11100 124TH ST,Jan,2019,19-14242,49.204173,-122.87838700000002
Fatal/Injury Collision,12700 DRUMMOND PL,Jan,2019,19-14338,49.165653999999996,-122.87096399999999
Fatal/Injury Collision,SCOTT RD / 110TH AVE,Jan,2019,19-14607,49.202843,-122.87821100000001
Fatal/Injury Collision,100TH AVE / 140TH ST,Jan,2019,19-15837,49.184271,-122.83421200000001
Fatal/Injury Collision,KING GEORGE BLVD / 104TH AVE,Jan,2019,19-15954,49.191554,-122.84526299999999
Fatal/Injury Collision,KING GEORGE BLVD / BENTLEY RD,Jan,2019,19-15400,49.200235,-122.84718799999999
Fatal/Injury Collision,152ND ST / 84TH AVE,Jan,2019,19-6181,49.155532,-122.801521
Fatal/Injury Collision,158TH ST / 84TH AVE,Jan,2019,19-6808,49.15406,-122.783818
Fatal/Injury Collision,10300 152ND ST,Jan,2019,19-8736,49.189479999999996,-122.799246
Fatal/Injury Collision,104TH AVE / 148TH ST,Jan,2019,19-9618,49.191534000000004,-122.812448
Fatal/Injury Collision,8600 162ND ST,Jan,2019,19-12704,49.159287,-122.77304199999999
Fatal/Injury Collision,100TH AVE / 153RD ST,Jan,2019,19-13680,49.191303000000005,-122.849144
Fatal/Injury Collision,164TH ST / FRASER HWY,Jan,2019,19-1725,49.191303000000005,-122.849144
Fatal/Injury Collision,14900 108TH AVE,Jan,2019,19-7042,49.198477000000004,-122.80978999999999
Fatal/Injury Collision,FRASER HWY / 84TH AVE,Jan,2019,19-9710,49.191303000000005,-122.849144
Fatal/Injury Collision,FRASER HWY / 96TH AVE,Jan,2019,19-10801,49.191303000000005,-122.849144
Fatal/Injury Collision,160TH ST / 100TH AVE,Jan,2019,19-568,49.184357,-122.779294
Fatal/Injury Collision,164TH ST / FRASER HWY,Jan,2019,19-4201,49.191303000000005,-122.849144
Fatal/Injury Collision,FRASER HWY / 144TH ST,Jan,2019,19-4599,49.191303000000005,-122.849144
Fatal/Injury Collision,156TH ST / 84A AVE,Jan,2019,19-4714,49.155496,-122.79014199999999
Fatal/Injury Collision,102A AVE / 150TH ST,Jan,2019,19-5623,49.191303000000005,-122.849144
Fatal/Injury Collision,8900 152ND ST,Jan,2019,19-5833,49.164645,-122.800602
Fatal/Injury Collision,14700 ST ANDREWS DR,Jan,2019,19-6686,49.211109,-122.81515800000001
Fatal/Injury Collision,152ND ST / 88TH AVE,Jan,2019,19-8855,49.162888,-122.801423
Fatal/Injury Collision,160TH ST / FRASER HWY,Jan,2019,19-9489,49.191303000000005,-122.849144
Fatal/Injury Collision,FRASER HWY / 84TH AVE,Jan,2019,19-9710,49.191303000000005,-122.849144
Fatal/Injury Collision,100TH AVE / 152ND ST,Jan,2019,19-10681,49.184195,-122.80084
Fatal/Injury Collision,160TH ST / FRASER HWY,Jan,2019,19-11151,49.191303000000005,-122.849144
Fatal/Injury Collision,15000 95A AVE,Jan,2019,19-11268,49.191303000000005,-122.849144
Fatal/Injury Collision,103A AVE / 144TH ST,Jan,2019,19-12138,49.191303000000005,-122.849144
Fatal/Injury Collision,105TH AVE / 152ND ST,Jan,2019,19-13184,49.19321,-122.80099399999999
Fatal/Injury Collision,16200 FRASER HWY,Jan,2019,19-13200,49.191303000000005,-122.849144
Fatal/Injury Collision,15100 101ST AVE,Jan,2019,19-13313,49.185951,-122.80403799999999
Fatal/Injury Collision,FRASER HWY / 159TH ST,Jan,2019,19-13527,49.191303000000005,-122.849144
Fatal/Injury Collision,108TH AVE / 152ND ST,Jan,2019,19-13972,49.198753,-122.800843
Fatal/Injury Collision,85TH AVE / 85TH AVENUE STRD,Jan,2019,19-14770,49.157571000000004,-122.62893500000001
Fatal/Injury Collision,FRASER HWY / 164TH ST,Jan,2019,19-14916,49.191303000000005,-122.849144
Fatal/Injury Collision,176TH ST / 100TH AVE,Jan,2019,19-15319,49.184799,-122.73456599999999
Fatal/Injury Collision,168TH ST / 96TH AVE,Jan,2019,19-15754,49.176984999999995,-122.75659099999999
Fatal/Injury Collision,102A AVE / 154TH ST,Jan,2019,19-15847,49.191303000000005,-122.849144
Fatal/Injury Collision,160TH ST / FRASER HWY,Jan,2019,19-1882,49.191303000000005,-122.849144
Fatal/Injury Collision,105A AVE / 144TH ST,Jan,2019,19-7181,49.191303000000005,-122.849144
Fatal/Injury Collision,150TH ST / 104TH AVE,Jan,2019,19-7355,49.191544,-122.806445
Fatal/Injury Collision,162A ST / 96TH AVE,Jan,2019,19-8558,49.191303000000005,-122.849144
Fatal/Injury Collision,15000 84TH AVE,Jan,2019,19-10068,49.155388,-122.806652
Fatal/Injury Collision,162ND ST / 88TH AVE,Jan,2019,19-11967,49.162771,-122.773206
Fatal/Injury Collision,88TH AVE / 154TH ST,Jan,2019,19-12221,49.162805,-122.794199
